SAMPLE_ID,식품명,식품상세분류,1회제공량,내용량_단위,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),총 식이섬유(g),총 아미노산(mg),콜레스테롤(mg),총 포화 지방산(g),총 불포화지방산(g),트랜스 지방산(g),출처,발행기관
R003029-ZZ-AVG,"된장, 개량, 찌개용",조미료류,100,g,173,52.5,12.50,5.59,18.50,5.40,9.1,"10,812",0,0.94,4.40,0.01,농진청('16),국립농업과학원
R003030-ZZ-AVG,"된장, 보리",조미료류,100,g,164,54.5,10.9,2.1,25.3,-,-,-,-,-,-,-,농진청('93),국립농업과학원
R003031-ZZ-AVG,"된장, 재래",조미료류,100,g,142,58.2,13.60,6.89,7.26,0.41,4.8,"10,862",0,1.01,5.23,0.02,농진청('20),국립농업과학원
R003032-ZZ-AVG,라면 스프,조미료류,100,g,246,3.6,17.4,3.1,37.2,-,-,-,-,-,-,-,농진청('00),국립농업과학원
R003033-ZZ-AVG,"라벤다, 말린것",조미료류,100,g,330,7.4,12.6,8.7,63.3,-,-,-,-,-,-,-,농진청('01),국립농업과학원
R003034-ZZ-AVG,"레몬그라스(시트로넬라), 생것",조미료류,100,g,99,70.58,1.82,0.49,25.31,-,-,-,0,0.119,0.224,0,USDA('18),국립농업과학원
R003035-ZZ-AVG,"로즈마리, 말린것",조미료류,100,g,331,9.31,4.88,15.22,64.06,-,42.6,-,0,7.371,5.353,-,USDA('18),국립농업과학원
R003036-ZZ-AVG,마늘 페이스트,조미료류,100,g,170,52.1,4.7,0.5,37.0,-1.2,-,"-3,330",(Tr),-0.07,-0.18,-,JAPAN('20),국립농업과학원
R003037-ZZ-AVG,"마늘, 가루",조미료류,100,g,349,9.7,18.62,0.98,66.44,2.87,1.3,"11,066",0,0.22,0.50,0.03,농진청('19),국립농업과학원
R003038-ZZ-AVG,마요네즈,조미료류,100,g,682,18.6,0.95,72.56,6.39,1.55,0.6,925,21.06,10.44,57.98,0.55,농진청('19),국립농업과학원
R003039-ZZ-AVG,"마요네즈, 저칼로리",조미료류,100,g,341,53.1,0.89,31.97,12.35,3.56,0,871,23.72,3.96,26.11,0.22,농진청('19),국립농업과학원
R003040-ZZ-AVG,맛술,조미료류,100,g,146,63.8,0.3,0.3,35.5,-,-,-,-,-,-,-,농진청('02),국립농업과학원
R003041-ZZ-AVG,미소,조미료류,100,g,187,46.8,11.71,6.03,21.84,5.55,9.8,"10,811",0,0.95,4.81,0.01,농진청('14),국립농업과학원
R003042-ZZ-AVG,"민트, 말린것",조미료류,100,g,294,9.7,17.5,6.1,56.2,-,-,-,-,-,-,-,농진청('01),국립농업과학원
R003043-ZZ-AVG,바비큐 소스,조미료류,100,g,143,61.3,1.38,0.54,33.08,25.97,0,953,0,0.07,0.29,0,농진청('19),국립농업과학원
R003044-ZZ-AVG,"뽕잎, 가루",조미료류,100,g,275,9.1,24.2,2.7,54.2,-,-,-,-,-,-,-,농진청('01),국립농업과학원
R003045-ZZ-AVG,사프란,조미료류,100,g,310,11.90,11.43,5.85,65.37,-,3.9,-,0,1.586,2.496,0,USDA('18),국립농업과학원
R003046-ZZ-AVG,"산초, 가루",조미료류,100,g,302,12.0,9.66,4.01,68.57,0,56.6,"6,879",0,0.74,3.06,0.04,농진청('13),국립농업과학원
R003047-ZZ-AVG,"샐러드 드레싱, 사우전드아일랜드",조미료류,100,g,287,55.8,1.00,23.23,18.44,10.79,0,324,6.81,3.63,18.12,0.28,농진청('19),국립농업과학원
R003048-ZZ-AVG,"샐러드 드레싱, 이탈리안",조미료류,100,g,155,70.7,0.33,9.54,16.92,9.44,0,205,0,0.75,8.18,0.11,농진청('19),국립농업과학원
R003049-ZZ-AVG,"샐러드 드레싱, 프렌치",조미료류,100,g,419,39.34,0.87,39.07,18.79,17.43,2.4,-,0,6.093,31.862,0.081,USDA('18),국립농업과학원
R003050-ZZ-AVG,생강 페이스트,조미료류,100,g,41,88.2,0.7,0.6,8.6,-1.4,-,-382.4,0,-0.16,-0.24,-,JAPAN('20),국립농업과학원
R003051-ZZ-AVG,"생강, 가루",조미료류,100,g,367,6.8,12.55,3.29,71.74,2.27,0.1,"6,631",0,0.33,0.34,0.02,농진청('19),국립농업과학원
R003052-ZZ-AVG,소금,조미료류,100,g,0,0.3,0,0,0,-,-,-,-,-,-,-,농진청('96),국립농업과학원
R003053-ZZ-AVG,"소금, 가공염, 죽염",조미료류,100,g,0,0.3,0.01,0.01,0,0,0,0,0,0,0,0,농진청('16),국립농업과학원
R003054-ZZ-AVG,"소금, 가공염, 퉁퉁마디(함초)",조미료류,100,g,21,1.9,0,0.01,5.17,0,0,0,0,0,0,0,농진청('16),국립농업과학원
R003055-ZZ-AVG,"소금, 굵은소금",조미료류,100,g,0,10.4,0,0,0,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R003056-ZZ-AVG,"소금, 정제염",조미료류,100,g,2,0.1,0,0.01,0.39,0,0,0,0,0,0,0,농진청('15),국립농업과학원
R003057-ZZ-AVG,"소금, 천일염",조미료류,100,g,20,3.2,0.03,0,4.95,0,0,0,0,0,0,0,농진청('15),국립농업과학원
R003058-ZZ-AVG,"소금, 천일염, 가는소금",조미료류,100,g,24,1.6,0.06,0,5.99,0,2.1,0,0,0,0,0,농진청('15),국립농업과학원
R003059-ZZ-AVG,"소금, 천일염, 굵은소금",조미료류,100,g,16,4.9,0,0,3.91,0,1.7,0,0,0,0,0,농진청('15),국립농업과학원
R003060-ZZ-AVG,"소금, 천일염, 소금꽃",조미료류,100,g,21,3.7,0,0,5.3,-,-,-,-,-,-,-,농진청('11),국립농업과학원
R003061-ZZ-AVG,"소금, 천일염, 토판염",조미료류,100,g,16,4.8,0,0,4.1,-,-,-,-,-,-,-,농진청('11),국립농업과학원
R003062-ZZ-AVG,"소금, 프랑스, 소금꽃",조미료류,100,g,11,4.2,0,0,2.8,-,-,-,-,-,-,-,농진청('11),국립농업과학원
R003063-ZZ-AVG,"소금, 프랑스, 토판염",조미료류,100,g,16,5.7,0,0,4.0,-,-,-,-,-,-,-,농진청('11),국립농업과학원
R003064-ZZ-AVG,소불고기 양념,조미료류,100,g,181,49.4,2.17,0.01,42.98,28.19,0.6,"1,741",0,0,0.01,0,농진청('13),국립농업과학원
R003065-ZZ-AVG,"스파게티 소스, 토마토, 병조림",조미료류,100,g,81,80.4,1.52,2.40,13.43,6.59,2.7,"1,485",0,0.36,1.93,0.01,농진청('16),국립농업과학원
R003066-ZZ-AVG,"식초, 감식초",조미료류,100,g,10,97.1,1.62,0,0.90,0,0,141,0,0,0,0,농진청('19),국립농업과학원
R003067-ZZ-AVG,"식초, 발사믹",조미료류,100,g,88,76.45,0.49,0,17.03,14.95,-,-,-,0,-,0,USDA('18),국립농업과학원
R003068-ZZ-AVG,"식초, 배식초",조미료류,100,g,43,89.0,0.2,0,10.5,-,-,-,-,-,-,-,농진청('00),국립농업과학원
R003069-ZZ-AVG,"식초, 사과식초",조미료류,100,g,11,92.2,0,0,2.7,-,-,-,-,-,-,-,농진청('96),국립농업과학원
R003070-ZZ-AVG,"식초, 쌀식초",조미료류,100,g,46,87.9,0.2,0,7.4,-,0,-,0,-,-,-,JAPAN('20),국립농업과학원
R003071-ZZ-AVG,"식초, 알로에식초",조미료류,100,g,12,91.4,0.1,0,3.0,-,-,-,-,-,-,-,농진청('99),국립농업과학원
R003072-ZZ-AVG,"식초, 양조",조미료류,100,g,1,99.6,0.02,0,0.34,0,0,0,0,0,0,0,농진청('16),국립농업과학원
R003073-ZZ-AVG,"식초, 포도식초",조미료류,100,g,22,93.7,0.1,Tr,1.2,-,0,-,0,-,-,-,JAPAN('20),국립농업과학원
R003074-ZZ-AVG,"식초, 현미식초",조미료류,100,g,17,95.6,0.10,0.01,4.18,0,0,22,0,0,0,0,농진청('19),국립농업과학원
R003075-ZZ-AVG,쌈장,조미료류,100,g,240,38.4,9.88,4.81,39.18,21.08,9.7,"8,522",0,0.73,3.86,0.01,농진청('15),국립농업과학원
R003076-ZZ-AVG,"양파, 가루",조미료류,100,g,363,5.0,8.8,1.1,79.8,-,-,"-6,705",0,-0.23,-0.54,-,JAPAN('20),국립농업과학원
R003077-ZZ-AVG,"오레가노, 말린것",조미료류,100,g,265,9.93,9.00,4.28,68.92,4.09,42.5,"9,434",0,1.551,2.085,0,USDA('18),국립농업과학원
R003078-ZZ-AVG,"올스파이스, 가루",조미료류,100,g,364,9.2,5.6,5.6,75.2,-,-,-,0,-1.64,-1.95,-,JAPAN('20),국립농업과학원
R003079-ZZ-AVG,우스터 소스,조미료류,100,g,77,78.54,0,0,19.17,10.03,0,-,0,0,0,-,USDA('18),국립농업과학원
R003080-ZZ-AVG,"월계수, 잎, 말린것",조미료류,100,g,313,5.44,7.61,8.36,74.97,-,26.3,-,0,2.280,3.930,0,USDA('18),국립농업과학원
R003081-ZZ-AVG,"육두구, 가루",조미료류,100,g,520,6.3,5.7,38.5,47.5,-,-,-,0,-11.31,-18.50,-,JAPAN('20),국립농업과학원
R003082-ZZ-AVG,"정향, 가루",조미료류,100,g,398,7.5,7.2,13.6,66.4,-,-,"-5,976",0,-4.13,-5.23,-,JAPAN('20),국립농업과학원
R003083-ZZ-AVG,"조미료, 멸치맛, 가루",조미료류,100,g,211,4.1,14.12,2.81,32.37,4.51,0,"13,022",43.35,0.75,1.20,0.03,농진청('19),국립농업과학원
R003084-ZZ-AVG,"조미료, 쇠고기맛, 가루",조미료류,100,g,257,2.2,5.86,4.09,49.11,14.87,0.1,"4,613",8.04,1.59,2.19,0.13,농진청('16),국립농업과학원
R003085-ZZ-AVG,"조미료, 액상",조미료류,100,g,77,65.6,6.19,0,13.02,0,0,"6,234",0,0,0,0,농진청('16),국립농업과학원
R003086-ZZ-AVG,"짜장 소스, 가루",조미료류,100,g,351,4.0,10.51,4.33,67.42,10.23,0,"5,884",0,1.33,2.54,0.03,농진청('19),국립농업과학원
R003087-ZZ-AVG,"짜장 소스, 레토르트",조미료류,100,g,93,79.1,2.42,3.22,13.50,0,1.4,"1,650",0,0.41,2.63,0.04,농진청('14),국립농업과학원
R003088-ZZ-AVG,"짜장 소스, 춘장",조미료류,100,g,206,44.0,11.80,4.16,30.46,8.06,7.9,"8,706",0,0.67,3.31,0,농진청('14),국립농업과학원
R003089-ZZ-AVG,청국장,조미료류,100,g,108,70.7,10.2,0.8,14.9,-,-,-,-,-,-,-,농진청('08),국립농업과학원
R003090-ZZ-AVG,"청국장, 가루",조미료류,100,g,411,4.4,38.8,16.4,28.8,-,-,-,-,-,-,-,농진청('02),국립농업과학원
R003091-ZZ-AVG,"청국장, 찌개용",조미료류,100,g,136,64.0,10.93,5.88,10.42,1.55,7.3,"10,932",0,0.96,4.66,0.01,농진청('16),국립농업과학원
R003092-ZZ-AVG,초고추장,조미료류,100,g,211,35.5,3.79,1.17,53.78,36.02,2.4,"3,254",0,0.25,0.87,0,농진청('16),국립농업과학원
R003093-ZZ-AVG,칠리 소스,조미료류,100,g,112,67.3,1.8,0.1,26.3,-,1.9,"-1,951",0,-0.02,-0.04,-,JAPAN('20),국립농업과학원
R003094-ZZ-AVG,"칠리, 가루",조미료류,100,g,374,3.8,15.0,8.2,60.1,-,-,"-10,748",0,-1.41,-6.44,-,JAPAN('20),국립농업과학원
R003095-ZZ-AVG,"카레 소스, 가루",조미료류,100,g,425,5.2,8.38,18.69,55.76,6.66,0,"6,426",2.49,10.34,5.76,1.50,농진청('19),국립농업과학원
R003096-ZZ-AVG,"카레 소스, 레토르트",조미료류,100,g,72,82.7,2.47,1.89,11.39,7.41,2.8,"2,689",4.41,0.39,1.34,0.08,농진청('16),국립농업과학원
R003097-ZZ-AVG,"코리아타임, 말린것",조미료류,100,g,378,5.2,1.4,6.2,79.2,-,-,-,-,-,-,-,농진청('02),국립농업과학원
R003098-ZZ-AVG,"타라곤, 말린것",조미료류,100,g,295,7.74,22.77,7.24,50.22,-,7.4,-,0,1.881,4.172,0,USDA('18),국립농업과학원
R003099-ZZ-AVG,"타임, 가루",조미료류,100,g,342,9.8,6.5,5.2,69.8,-,-,-,0,-1.91,-1.16,-,JAPAN('20),국립농업과학원
R003100-ZZ-AVG,템페,조미료류,100,g,192,59.65,20.29,10.80,7.64,-,-,"17,821",0,2.539,7.505,0,USDA('18),국립농업과학원
R003101-ZZ-AVG,토마토 소스,조미료류,100,g,41,87.1,2.0,0.2,8.5,-5.3,1.1,"-2,190",0,-0.03,-0.08,-,JAPAN('20),국립농업과학원
R003102-ZZ-AVG,토마토 케첩,조미료류,100,g,135,62.6,1.78,0.08,31.73,20.76,4.0,"1,173",0,0.03,0.05,0,농진청('15),국립농업과학원
R003103-ZZ-AVG,"파슬리, 말린것",조미료류,100,g,292,5.89,26.63,5.48,50.64,7.27,26.7,"29,926",0,1.378,3.885,0,USDA('18),국립농업과학원
R003104-ZZ-AVG,"파프리카, 가루",조미료류,100,g,385,10.0,15.5,11.6,55.6,-,-,"-16,957",0,-1.93,-8.52,-,JAPAN('20),국립농업과학원
R003105-ZZ-AVG,"페퍼민트, 생것",조미료류,100,g,70,78.65,3.75,0.94,14.89,-,8.0,"3,168",0,0.246,0.541,0,USDA('18),국립농업과학원
R003106-ZZ-AVG,포크커틀릿 소스,조미료류,100,g,133,62.1,0.60,0.02,32.54,22.31,0,565,0,0.01,0.01,0,농진청('16),국립농업과학원
R003107-ZZ-AVG,핫 소스,조미료류,100,g,47,86.3,1.44,0.63,8.80,5.72,0,891,0,0.17,0.45,0,농진청('19),국립농업과학원
R003108-ZZ-AVG,"후추, 검은색, 가루",조미료류,100,g,362,11.5,12.87,5.00,66.33,0.65,0,"7,693",0,0.18,0.22,0.01,농진청('19),국립농업과학원
R003109-ZZ-AVG,"후추, 흰색, 가루",조미료류,100,g,376,12.3,10.1,6.4,70.1,-0.6,-,"-8,221",0,-2.73,-3.41,-,JAPAN('20),국립농업과학원
R003110-ZZ-AVG,간짜장,조리가공품류,100,g,127,71.3,3.4,3.4,20.6,-,4.4,-,-,-,-,-,식약처('11),국립농업과학원
R003111-ZZ-AVG,갈비탕,조리가공품류,100,g,40,91.5,4.6,1.8,1.3,-,0.4,-,-,-,-,-,식약처('11),국립농업과학원
R003112-ZZ-AVG,게살죽,조리가공품류,100,g,71,82.8,2.2,0.9,13.4,-,0.7,-,-,-,-,-,식약처('11),국립농업과학원
R003113-ZZ-AVG,고추잡채,조리가공품류,100,g,128,74.1,5.5,6.0,13.1,-,2.3,-,-,-,-,-,식약처('11),국립농업과학원
R003114-ZZ-AVG,곰탕,조리가공품류,100,g,83,85.9,10.0,4.3,1.0,-,0.2,-,-,-,-,-,식약처('11),국립농업과학원
R003115-ZZ-AVG,김밥,조리가공품류,100,g,158,63.0,3.6,3.2,28.8,-,3.2,-,-,-,-,-,식약처('11),국립농업과학원
R003116-ZZ-AVG,"김밥, 김치 김밥",조리가공품류,100,g,138,67.2,4.4,2.6,24.3,-,1.9,-,-,-,-,-,식약처('11),국립농업과학원
R003117-ZZ-AVG,"김밥, 샐러드 김밥",조리가공품류,100,g,162,64.9,3.8,5.4,24.6,-,1.3,-,-,-,-,-,식약처('11),국립농업과학원
R003118-ZZ-AVG,"김밥, 소고기 김밥",조리가공품류,100,g,161,63.3,6.4,3.9,25.0,-,1.8,-,-,-,-,-,식약처('11),국립농업과학원
R003119-ZZ-AVG,"김밥, 참치 김밥",조리가공품류,100,g,167,63.3,5.8,5.1,24.5,-,2.7,-,-,-,-,-,식약처('11),국립농업과학원
R003120-ZZ-AVG,김치찌개,조리가공품류,100,g,61,87.9,3.8,3.8,3.0,-,2.1,-,-,-,-,-,식약처('11),국립농업과학원
R003121-ZZ-AVG,깐풍기,조리가공품류,100,g,295,48.2,13.1,18.5,18.9,-,1.5,-,-,-,-,-,식약처('11),국립농업과학원
R003122-ZZ-AVG,깨죽,조리가공품류,100,g,64,85.8,1.7,2.0,9.9,-,1.2,-,-,-,-,-,식약처('11),국립농업과학원
R003123-ZZ-AVG,꼬리곰탕,조리가공품류,100,g,110,79.0,14.6,5.4,0.7,-,0.4,-,-,-,-,-,식약처('11),국립농업과학원
R003124-ZZ-AVG,난자완스,조리가공품류,100,g,173,67.5,10.8,10.2,9.6,-,1.7,-,-,-,-,-,식약처('11),국립농업과학원
R003125-ZZ-AVG,내장탕,조리가공품류,100,g,78,84.9,7.8,4.3,1.9,-,1.5,-,-,-,-,-,식약처('11),국립농업과학원
R003126-ZZ-AVG,"냉면, 물냉면",조리가공품류,100,g,69,82.4,2.0,0.5,14.1,-,4.1,-,-,-,-,-,식약처('11),국립농업과학원
R003127-ZZ-AVG,"냉면, 비빔냉면",조리가공품류,100,g,114,72.1,3.6,1.1,22.3,-,5.1,-,-,-,-,-,식약처('11),국립농업과학원
R003128-ZZ-AVG,"냉면, 열무냉면",조리가공품류,100,g,66,83.2,2.6,0.7,12.2,-,5.1,-,-,-,-,-,식약처('11),국립농업과학원
R003129-ZZ-AVG,"냉면, 회냉면",조리가공품류,100,g,114,72.1,3.2,1.4,22.2,-,4.8,-,-,-,-,-,식약처('11),국립농업과학원
R003130-ZZ-AVG,"덮밥, 불고기 덮밥",조리가공품류,100,g,134,69.5,5.7,3.2,20.5,-,1.2,-,-,-,-,-,식약처('11),국립농업과학원
R003131-ZZ-AVG,"덮밥, 오징어 덮밥",조리가공품류,100,g,136,68.2,6.3,2.8,21.5,-,1.5,-,-,-,-,-,식약처('11),국립농업과학원
R003132-ZZ-AVG,"덮밥, 제육 덮밥",조리가공품류,100,g,156,65.3,6.0,4.4,23.1,-,1.5,-,-,-,-,-,식약처('11),국립농업과학원
R003133-ZZ-AVG,"덮밥, 참치 덮밥",조리가공품류,100,g,135,69.1,5.8,3.3,20.6,-,1.6,-,-,-,-,-,식약처('11),국립농업과학원
R003134-ZZ-AVG,"덮밥, 회 덮밥",조리가공품류,100,g,137,69.2,6.0,3.3,20.7,-,1.6,-,-,-,-,-,식약처('11),국립농업과학원
R003135-ZZ-AVG,도가니탕,조리가공품류,100,g,72,84.5,12.6,2.1,0.6,-,0.3,-,-,-,-,-,식약처('11),국립농업과학원
R003136-ZZ-AVG,"돈저냐(동그랑땡), 냉동",조리가공품류,100,g,225,60.2,9.4,14.5,14.1,-,-,-,-,-,-,-,농진청('11),국립농업과학원
R003137-ZZ-AVG,동태찌개,조리가공품류,100,g,46,89.6,5.8,2.0,1.3,-,1.2,-,-,-,-,-,식약처('11),국립농업과학원
R003138-ZZ-AVG,돼지고기 볶음,조리가공품류,100,g,175,67.1,11.5,10.3,9.1,-,1.5,-,-,-,-,-,식약처('11),국립농업과학원
R003139-ZZ-AVG,된장찌개,조리가공품류,100,g,37,90.8,2.9,1.3,3.4,-,1.4,-,-,-,-,-,식약처('11),국립농업과학원
R003140-ZZ-AVG,떡만둣국,조리가공품류,100,g,89,78.8,2.9,1.6,15.8,-,1.2,-,-,-,-,-,식약처('11),국립농업과학원
R003141-ZZ-AVG,떡볶이,조리가공품류,100,g,151,62.9,3.8,1.7,30.2,-,1.7,-,-,-,-,-,식약처('11),국립농업과학원
R003142-ZZ-AVG,"라면, 조리전",조리가공품류,100,g,369,5.7,8.59,11.47,69.44,0,2.2,"7,966",0,5.36,1.70,0.07,농진청('14),국립농업과학원
R003143-ZZ-AVG,"라면, 조리후",조리가공품류,100,g,89,79.7,2.00,2.51,14.68,0,2.2,"1,736",0,1.16,1.22,0.02,농진청('14),국립농업과학원
R003144-ZZ-AVG,"라면, 국물, 조리후",조리가공품류,100,g,19,95.4,0.44,0.96,2.08,0,0.8,311,0,0.45,0.46,0.01,농진청('14),국립농업과학원
R003145-ZZ-AVG,"라면, 면, 조리후",조리가공품류,100,g,174,60.9,3.89,4.37,29.79,0,3.8,"3,446",0,2.01,2.13,0.04,농진청('14),국립농업과학원
R003146-ZZ-AVG,"라면, 비빔라면, 조리후",조리가공품류,100,g,189,58.8,3.38,5.67,31.01,1.81,2.3,"3,183",0,2.51,2.88,0.03,농진청('16),국립농업과학원
R003147-ZZ-AVG,"라면, 짜장라면, 조리후",조리가공품류,100,g,177,59.9,3.66,4.28,31.00,0.63,1.7,"3,155",0,1.69,2.37,0.03,농진청('16),국립농업과학원
R003148-ZZ-AVG,"라면, 용기라면, 조리후",조리가공품류,100,g,101,77.2,1.89,2.99,16.58,0,2.0,"1,626",0,1.39,1.44,0.02,농진청('14),국립농업과학원
R003149-ZZ-AVG,"라면, 용기라면, 국물, 조리후",조리가공품류,100,g,28,93.4,0.61,1.44,3.21,0,0.7,425,0,0.66,0.70,0.01,농진청('14),국립농업과학원
R003150-ZZ-AVG,"라면, 용기라면, 면, 조리후",조리가공품류,100,g,192,56.9,3.50,4.95,33.42,0,3.6,"3,141",0,2.31,2.38,0.04,농진청('14),국립농업과학원
R003151-ZZ-AVG,"라면, 용기라면, 볶음라면, 조리전",조리가공품류,100,g,392,13.1,8.75,11.46,63.47,4.03,4.2,"8,901",0,4.85,6.03,0.07,농진청('16),국립농업과학원
R003152-ZZ-AVG,"라면, 용기라면, 볶음라면, 조리후",조리가공품류,100,g,202,54.8,4.52,5.39,33.90,3.28,2.3,"5,005",0,2.26,2.86,0.03,농진청('16),국립농업과학원
R003153-ZZ-AVG,라조기,조리가공품류,100,g,199,63.5,10.3,11.7,13.1,-,1.4,-,-,-,-,-,식약처('11),국립농업과학원
R003154-ZZ-AVG,마파두부,조리가공품류,100,g,114,78.8,7.6,6.9,5.4,-,2.2,-,-,-,-,-,식약처('11),국립농업과학원
R003155-ZZ-AVG,막국수,조리가공품류,100,g,109,73.2,3.8,1.1,20.9,-,5.7,-,-,-,-,-,식약처('11),국립농업과학원
R003156-ZZ-AVG,"만두, 고기 만두",조리가공품류,100,g,208,54.8,9.38,6.58,27.79,0.49,5.8,"6,666",7.35,2.41,3.85,0.03,농진청('15),국립농업과학원
R003157-ZZ-AVG,"만두, 군만두",조리가공품류,100,g,274,44.6,7.0,11.7,35.2,-,3.4,-,-,-,-,-,식약처('11),국립농업과학원
R003158-ZZ-AVG,"만두, 김치 만두",조리가공품류,100,g,187,59.5,8.13,6.59,23.82,0.67,6.2,"6,860",7.68,2.37,3.90,0.02,농진청('15),국립농업과학원
R003159-ZZ-AVG,"만두, 물만두",조리가공품류,100,g,131,72.8,5.6,5.1,15.6,-,4.6,-,-,-,-,-,식약처('11),국립농업과학원
R003160-ZZ-AVG,만둣국,조리가공품류,100,g,62,86.4,3.1,2.5,6.8,-,4.6,-,-,-,-,-,식약처('11),국립농업과학원
R003161-ZZ-AVG,"메밀 냉면 육수, 인스턴트",조리가공품류,100,g,174,40.7,0.83,0.05,42.58,30.94,0.3,814,0,0.03,0.02,0,농진청('14),국립농업과학원
R003162-ZZ-AVG,"미역국, 인스턴트, 조리전",조리가공품류,100,g,323,3.5,9.4,3.6,63.2,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R003163-ZZ-AVG,"미트볼, 냉동",조리가공품류,100,g,199,-62.1,-10.2,-12.5,-13.4,-,-1.3,-,-23,3.23,7.68,-,JAPAN('20),국립농업과학원
R003164-ZZ-AVG,"볶음밥, 김치 볶음밥",조리가공품류,100,g,151,66.1,4.6,4.1,24.0,-,4.1,-,-,-,-,-,식약처('11),국립농업과학원
R003165-ZZ-AVG,"볶음밥, 새우 볶음밥",조리가공품류,100,g,175,61.3,4.5,4.9,28.2,-,1.3,-,-,-,-,-,식약처('11),국립농업과학원
R003166-ZZ-AVG,"볶음밥, 오므라이스",조리가공품류,100,g,162,64.3,4.8,4.8,25.0,-,2.3,-,-,-,-,-,식약처('11),국립농업과학원
R003167-ZZ-AVG,"북어국, 인스턴트, 조리전",조리가공품류,100,g,360,2.1,44.1,6.1,32.2,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R003168-ZZ-AVG,비빔 국수,조리가공품류,100,g,113,73.3,3.4,2.1,20.0,-,4.5,-,-,-,-,-,식약처('11),국립농업과학원
R003169-ZZ-AVG,비빔밥,조리가공품류,100,g,141,68.3,4.0,3.7,23.0,-,3.5,-,-,-,-,-,식약처('11),국립농업과학원
R003170-ZZ-AVG,"사골국, 인스턴트",조리가공품류,100,g,10,97.4,1.4,0.4,0.3,-,-,-,-,-,-,-,농진청('01),국립농업과학원
R003171-ZZ-AVG,"삼각김밥, 고추장 불고기",조리가공품류,100,g,166,59.5,3.7,1.6,34.1,-,1.3,-,-,-,-,-,식약처('11),국립농업과학원
R003172-ZZ-AVG,"삼각김밥, 숯불갈비",조리가공품류,100,g,161,60.7,4.0,1.7,32.5,-,1.3,-,-,-,-,-,식약처('11),국립농업과학원
R003173-ZZ-AVG,"삼각김밥, 참치 마요네즈",조리가공품류,100,g,172,60.0,3.9,3.2,32.0,-,1.2,-,-,-,-,-,식약처('11),국립농업과학원
R003174-ZZ-AVG,삼계탕,조리가공품류,100,g,92,80.5,11.5,3.3,4.1,-,1.9,-,-,-,-,-,식약처('11),국립농업과학원
R003175-ZZ-AVG,"샌드위치, 닭고기",조리가공품류,100,g,250,48.94,16.28,11.19,20.89,3.64,1.4,-,35,2.123,7.658,0.030,USDA('18),국립농업과학원
R003176-ZZ-AVG,"샌드위치, 생선",조리가공품류,100,g,257,48.44,10.29,12.45,26.69,3.53,1.0,-,35,1.949,8.852,0.080,USDA('18),국립농업과학원
R003177-ZZ-AVG,"샌드위치, 소고기",조리가공품류,100,g,244,49.91,15.17,10.30,22.21,3.84,1.3,-,30,3.399,5.749,0.389,USDA('18),국립농업과학원
R003178-ZZ-AVG,"샌드위치, 햄, 치즈",조리가공품류,100,g,218,56.2,7.4,9.9,24.8,-,5.3,-,-,-,-,-,식약처('11),국립농업과학원
R003179-ZZ-AVG,"샌드위치, 햄, 치즈, 채소",조리가공품류,100,g,214,57.4,8.66,10.38,21.55,4.67,5.5,"6,214",23.54,3.10,4.24,0.19,농진청('17),국립농업과학원
R003180-ZZ-AVG,선짓국,조리가공품류,100,g,42,90.0,6.4,1.2,1.4,-,0.6,-,-,-,-,-,식약처('11),국립농업과학원
R003181-ZZ-AVG,소고기버섯죽,조리가공품류,100,g,72,82.5,2.3,0.9,13.6,-,0.4,-,-,-,-,-,식약처('11),국립농업과학원
R003182-ZZ-AVG,소고기육개장,조리가공품류,100,g,49,90.0,3.1,2.7,3.0,-,2.4,-,-,-,-,-,식약처('11),국립농업과학원
R003183-ZZ-AVG,소머리국밥,조리가공품류,100,g,79,84.4,9.5,3.6,2.2,-,0.5,-,-,-,-,-,식약처('11),국립농업과학원
R003184-ZZ-AVG,순대국,조리가공품류,100,g,67,87.6,5.4,4.1,2.2,-,3.3,-,-,-,-,-,식약처('11),국립농업과학원
R003185-ZZ-AVG,순두부찌개,조리가공품류,100,g,50,90.1,3.6,3.1,1.9,-,1.9,-,-,-,-,-,식약처('11),국립농업과학원
R003186-ZZ-AVG,"스튜, 레토르트",조리가공품류,100,g,153,-74.9,-4.1,-12.6,-7.1,-,-0.7,-,-18,-,-,-,JAPAN('20),국립농업과학원
R003187-ZZ-AVG,"스튜, 크림 스튜, 레토르트",조리가공품류,100,g,119,52.1,4.1,8.0,7.6,-,-,-,-,-,-,-,국영('98),국립농업과학원
